site,timestamp,q_cms,Cond,DO_sat,fDOM,spCond,temp,turb,precip_mm,temp_C,atm_mbar,PAR_uE,windSpeed,gustSpeed,solarRad_wm2,windDir,Rh,dewPoint
Wade,2017-11-08 17:15:00,0.315403112,14.9586666666667,97.4713333333333,29.3765983946943,24.7933333333333,4.24266666666667,0.304666666666667,0,-0.56,984.4,14,0,0,6,246,78.3,-3.87
Wade,2017-11-08 17:30:00,0.341530595,14.9513333333333,97.5886666666667,29.3041415336522,24.8,4.214,0.284,0,-0.96,984.6,4,0,0,2,246,79.2,-4.11
Wade,2017-11-08 17:45:00,0.321755835,14.9586666666667,97.584,29.2357416959985,24.8346666666667,4.184,0.28,0,-1.33,984.5,1,0,0,1,246,80.2,-4.3
Wade,2017-11-08 18:00:00,0.328226644,14.9426666666667,97.424,29.1952291746647,24.84,4.14533333333333,0.297333333333333,0,-1.64,984.6,1,0,0,1,246,80.8,-4.51
Wade,2017-11-08 18:15:00,0.315403112,14.9573333333333,97.6253333333333,29.155620246271,24.8746666666667,4.12266666666667,0.230666666666667,0,-1.84,984.6,1,0,0,1,246,82.1,-4.49
Wade,2017-11-08 18:30:00,0.328226644,14.9686666666667,97.4173333333333,29.0968494113111,24.9146666666667,4.08533333333333,0.289333333333333,0,-1.78,984.7,1,0,0,1,246,81.9,-4.47
Wade,2017-11-08 18:45:00,0.315403112,14.9526666666667,97.6053333333333,29.0487185297089,24.92,4.06266666666667,0.308666666666667,0,-1.81,984.7,1,0,0,1,246,83.5,-4.24
Wade,2017-11-08 19:00:00,0.309166491,14.9586666666667,97.6746666666667,28.994749480885,24.9546666666667,4.034,0.275333333333333,0,-1.99,984.9,1,0,0,1,246,84.7,-4.22
Wade,2017-11-08 19:15:00,0.315403112,14.9686666666667,97.6193333333333,28.9700974953709,24.986,4.01266666666667,0.296,0,-2.02,985,1,0,0,1,246,85.8,-4.08
Wade,2017-11-08 19:30:00,0.315403112,14.9786666666667,97.6273333333333,28.9228323929064,25.0073333333333,3.99266666666667,0.265333333333333,0,-1.78,985,1,0,0,1,246,86.8,-3.7
Wade,2017-11-08 19:45:00,0.309166491,14.9713333333333,97.422,28.8820701654104,25.0186666666667,3.97266666666667,0.26,0,-1.93,985.2,1,0,0,1,246,86.6,-3.87
Wade,2017-11-08 20:00:00,0.297033787,14.97,97.2773333333333,28.8617372452203,25.0373333333333,3.95266666666667,0.242666666666667,0,-2.33,985.1,1,0,0,1,246,88.1,-4.04
Wade,2017-11-08 20:15:00,0.315403112,14.97,97.494,28.8270962937819,25.0486666666667,3.924,0.283333333333333,0,-2.25,985.3,1,0,0,1,246,89.2,-3.79
Wade,2017-11-08 20:30:00,0.297033787,14.9613333333333,97.4866666666667,28.7772736620433,25.0586666666667,3.894,0.281333333333333,0,-2.42,985.3,1,0,0,1,246,88.7,-4.04
Wade,2017-11-08 20:45:00,0.303044024,14.9686666666667,97.246,28.718672605856,25.1033333333333,3.864,0.271333333333333,0,-2.48,985.3,1,0,0,1,246,88.5,-4.12
Wade,2017-11-08 21:00:00,0.303044024,14.9526666666667,97.496,28.7134560101234,25.1013333333333,3.84266666666667,0.226666666666667,0,-2.74,985.3,1,0,0,1,246,89.7,-4.2
Wade,2017-11-08 21:15:00,0.303044024,14.9586666666667,97.5573333333333,28.6672564653735,25.126,3.82266666666667,0.228666666666667,0,-2.65,985.5,1,0,0,1,246,89.9,-4.09
Wade,2017-11-08 21:30:00,0.309166491,14.986,97.352,28.625017720274,25.182,3.794,0.247333333333333,0,-2.83,985.4,1,0,0,1,246,90.8,-4.13
Wade,2017-11-08 21:45:00,0.303044024,14.964,97.3806666666667,28.6033085680407,25.1726666666667,3.764,0.25,0,-3.12,985.5,1,0,0,1,246,91.8,-4.27
Wade,2017-11-08 22:00:00,0.321755835,14.9686666666667,97.4073333333333,28.5804325681635,25.2133333333333,3.734,0.276,0,-3.18,985.5,1,0,0,1,246,92.5,-4.23
Wade,2017-11-08 22:15:00,0.285342471,14.97,97.5833333333333,28.5463291832481,25.2373333333333,3.704,0.271333333333333,0,-3.04,985.5,1,0,0,1,246,91.9,-4.17
Wade,2017-11-08 22:30:00,0.297033787,14.97,97.4453333333333,28.4978214171732,25.2573333333333,3.674,0.27,0,-2.86,985.3,1,0,0,1,246,91.7,-4.03
Wade,2017-11-08 22:45:00,0.297033787,14.9526666666667,97.6626666666667,28.4788868154283,25.2426666666667,3.65266666666667,0.278666666666667,0,-2.95,985.2,1,0,0,1,246,92,-4.07
Wade,2017-11-08 23:00:00,0.285342471,14.9673333333333,97.648,28.4314395907089,25.2833333333333,3.63266666666667,0.297333333333333,0,-3.04,985.2,1,0,0,1,246,92.5,-4.09
Wade,2017-11-08 23:15:00,0.279657696,14.9526666666667,97.5273333333333,28.4262911685392,25.2726666666667,3.62133333333333,0.282666666666667,0,-2.77,985,1,0,0,1,246,92,-3.9
Wade,2017-11-08 23:30:00,0.268600879,14.9586666666667,97.5706666666667,28.3801058633027,25.3046666666667,3.594,0.254,0,-3.06,984.9,1,0,0,1,246,92,-4.19
Wade,2017-11-08 23:45:00,0.274077757,14.9513333333333,97.45,28.3402133662009,25.31,3.57266666666667,0.258666666666667,0,-3.18,984.8,1,0,0,1,246,92.5,-4.23
Wade,2017-11-09 00:00:00,0.274077757,14.9673333333333,97.5686666666667,28.3329902637752,25.362,3.55266666666667,0.234,0,-3.3,984.7,1,0,0,1,246,93.3,-4.24
Wade,2017-11-09 00:15:00,0.291133891,14.9526666666667,97.512,28.300161689249,25.3526666666667,3.524,0.334,0,-3.24,984.7,1,0,0,1,246,93.9,-4.09
Wade,2017-11-09 00:30:00,0.274077757,14.9586666666667,97.6126666666667,28.2846207932819,25.376,3.51133333333333,0.280666666666667,0,-2.95,984.6,1,0,0,1,246,93.2,-3.9
Wade,2017-11-09 00:45:00,0.274077757,14.9686666666667,97.5693333333333,28.2316008261334,25.406,3.49266666666667,0.296,0,-3.01,984.5,1,0,0,1,246,93.5,-3.91
Wade,2017-11-09 01:00:00,0.263225311,14.9786666666667,97.4733333333333,28.1673071200164,25.436,3.47266666666667,0.343333333333333,0,-3.09,984.4,1,0,0,1,246,93.8,-3.96
Wade,2017-11-09 01:15:00,0.263225311,14.9626666666667,97.5293333333334,28.1459527167753,25.4313333333333,3.45266666666667,0.289333333333333,0,-3.09,984.3,1,0,0,1,246,93.9,-3.94
Wade,2017-11-09 01:30:00,0.268600879,14.96,97.54,28.1235189989818,25.4386666666667,3.44133333333333,0.245333333333333,0,-2.68,983.9,1,0,0,1,246,93.7,-3.56
Wade,2017-11-09 01:45:00,0.274077757,14.9686666666667,97.4533333333333,28.0789752639252,25.466,3.43133333333333,0.266,0,-2.36,983.9,1,0,0,1,247,93.7,-3.25
Wade,2017-11-09 02:00:00,0.274077757,14.9786666666667,97.466,28.0626641388269,25.4873333333333,3.42133333333333,0.27,0,-2.6,983.9,1,0,0,1,247,93.5,-3.51
Wade,2017-11-09 02:15:00,0.25277124,14.9713333333333,97.5653333333333,28.0257378128396,25.4813333333333,3.40266666666667,0.252666666666667,0,-2.57,984,1,0,0,1,247,93.4,-3.49
Wade,2017-11-09 02:30:00,0.25794933,14.9873333333333,97.5193333333333,27.993513510159,25.5146666666667,3.39133333333333,0.284666666666667,0,-2.77,983.8,1,0,0,1,247,93.3,-3.71
Wade,2017-11-09 02:45:00,0.25794933,14.9813333333333,97.4233333333333,27.9931372531047,25.52,3.38133333333333,0.29,0,-3.01,983.9,1,0,0,1,247,93.2,-3.96
Wade,2017-11-09 03:00:00,0.25277124,14.9973333333333,97.436,27.9245076203088,25.5546666666667,3.37133333333333,0.246666666666667,0,-3.21,983.8,1,0,0,1,247,93,-4.19
Wade,2017-11-09 03:15:00,0.25277124,15,97.362,27.8931042746985,25.5773333333333,3.35266666666667,0.231333333333333,0,-3.12,983.7,1,0,0,1,247,92.9,-4.12
Wade,2017-11-09 03:30:00,0.263225311,15,97.3413333333333,27.8768151736086,25.58,3.34133333333333,0.264666666666667,0,-2.8,983.7,1,0,0,1,247,92.7,-3.82
Wade,2017-11-09 03:45:00,0.263225311,15.0086666666667,97.444,27.8102186008352,25.606,3.33133333333333,0.27,0,-2.71,983.4,1,0,0,1,289,92.5,-3.77
Wade,2017-11-09 04:00:00,0.263225311,15.0273333333333,97.3733333333333,27.7720400994875,25.636,3.33,0.261333333333333,0,-2.48,983.5,1,0,0,1,289,91.5,-3.68
Wade,2017-11-09 04:15:00,0.263225311,15.0386666666667,97.2733333333333,27.7686054058477,25.666,3.33,0.268666666666667,0,-2.45,983.3,1,0,0,1,289,91.7,-3.62
Wade,2017-11-09 04:30:00,0.247689369,15.0313333333333,97.2946666666667,27.7259291654565,25.644,3.33,0.252666666666667,0,-2.45,983.3,1,0,0,1,289,90.6,-3.78
Wade,2017-11-09 04:45:00,0.25794933,15.03,97.3433333333333,27.7211596229159,25.6486666666667,3.33,0.267333333333333,0,-2.48,983.2,1,0,0,1,289,90.9,-3.77
Wade,2017-11-09 05:00:00,0.247689369,15.0386666666667,97.3153333333333,27.6883202103843,25.6673333333333,3.32133333333333,0.244,0,-2.54,983.3,1,0,0,1,289,91.4,-3.75
Wade,2017-11-09 05:15:00,0.247689369,15.066,97.2666666666667,27.6418959011984,25.7133333333333,3.31133333333333,0.266,0,-2.62,983.3,1,0,0,1,289,91.8,-3.78
Wade,2017-11-09 05:30:00,0.25794933,15.07,97.208,27.6051571136498,25.7286666666667,3.30133333333333,0.27,0,-2.74,983.2,1,0,0,1,289,92.6,-3.78
Wade,2017-11-09 05:45:00,0.242702076,15.0613333333333,97.1566666666667,27.5661546470831,25.73,3.28266666666667,0.261333333333333,0,-2.95,983.1,1,0,0,1,289,93.2,-3.9
Wade,2017-11-09 06:00:00,0.247689369,15.06,97.1933333333334,27.5452347855881,25.7386666666667,3.26266666666667,0.234,0,-3.48,983.3,1,0,0,1,289,94,-4.31
Wade,2017-11-09 06:15:00,0.247689369,15.0686666666667,97.2086666666667,27.4947062468014,25.7833333333333,3.25133333333333,0.256,0,-3.42,983.2,1,0,0,1,289,94.4,-4.2
Wade,2017-11-09 06:30:00,0.25277124,15.0786666666667,97.2446666666667,27.479412226202,25.8073333333333,3.23266666666667,0.242666666666667,0,-3.72,983.3,1,0,0,1,289,95,-4.41
Wade,2017-11-09 06:45:00,0.23780774,15.0713333333333,97.172,27.4329769326512,25.8186666666667,3.21266666666667,0.257333333333333,0,-3.57,983.4,1,0,0,1,289,95.4,-4.21
Wade,2017-11-09 07:00:00,0.25794933,15.0786666666667,97.1946666666667,27.4016393630941,25.846,3.19266666666667,0.346666666666667,0,-3.6,983.2,1,0,0,1,289,95,-4.29
Wade,2017-11-09 07:15:00,0.247689369,15.0713333333333,97.2086666666667,27.3575535270618,25.85,3.164,0.256,0,-3.45,983.2,1,0,0,1,289,94.6,-4.2
Wade,2017-11-09 07:30:00,0.23300477,15.0873333333333,97.3053333333333,27.3266266387416,25.902,3.14266666666667,0.257333333333333,0,-3.99,983.3,1,0,0,3,289,95.4,-4.62
Wade,2017-11-09 07:45:00,0.23300477,15.09,97.3633333333333,27.3072622731193,25.9186666666667,3.12266666666667,0.234,0,-3.84,983.1,9,0,0,4,289,95.3,-4.49
Wade,2017-11-09 08:00:00,0.242702076,15.0726666666667,97.3613333333333,27.3163604291402,25.9026666666667,3.11133333333333,0.238666666666667,0,-3.57,983,26,0,0,13,289,95,-4.26
Wade,2017-11-09 08:15:00,0.228291596,15.0786666666667,97.3946666666667,27.3527461669208,25.9173333333333,3.10133333333333,0.274666666666667,0,-3.01,982.8,49,0,0,22,289,92.5,-4.06
Wade,2017-11-09 08:30:00,0.23780774,15.08,97.3913333333333,27.3804902505744,25.9286666666667,3.09133333333333,0.262666666666667,0,-2.39,982.8,66,0,0,31,289,89.4,-3.9
Wade,2017-11-09 08:45:00,0.23300477,15.0886666666667,97.5026666666667,27.4215953059061,25.9473333333333,3.09,0.294666666666667,0,-1.84,982.6,89,0,0,44,289,89.1,-3.4
Wade,2017-11-09 09:00:00,0.219128488,15.1073333333333,97.4766666666667,27.3949127951783,25.9673333333333,3.10733333333333,0.256666666666667,0,-1.41,982.5,96,0,0,46,289,88.6,-3.05
Wade,2017-11-09 09:15:00,0.214675539,15.1186666666667,97.5133333333333,27.3961768044068,25.97,3.11866666666667,0.215333333333333,0,0.11,982.2,144,0,0,56,302,77.5,-3.36
Wade,2017-11-09 09:30:00,0.219128488,15.1286666666667,97.494,27.3894019955619,25.9613333333333,3.146,0.244666666666667,0,1.26,982.3,149,0,1,64,41,69.3,-3.74
Wade,2017-11-09 09:45:00,0.201813514,15.1473333333333,97.438,27.4009166747598,25.9773333333333,3.176,0.284666666666667,0,0.91,982.1,136,0,1,78,41,73.7,-3.25
Wade,2017-11-09 10:00:00,0.219128488,15.1586666666667,97.43,27.369048178104,25.9626666666667,3.21466666666667,0.307333333333333,0,1.56,982,309,0,0.5,161,6,71.1,-3.1
Wade,2017-11-09 10:15:00,0.201813514,15.1773333333333,97.43,27.3579587187615,25.9513333333333,3.272,0.275333333333333,0,2.53,982,476,0,1.5,214,334,67.1,-2.95
Wade,2017-11-09 10:30:00,0.189667011,15.206,97.5513333333333,27.3187631351253,25.9413333333333,3.332,0.252666666666667,0,2.8,981.5,309,0,0,141,316,64.4,-3.25
Wade,2017-11-09 10:45:00,0.189667011,15.2446666666667,97.6306666666667,27.2852520381626,25.9486666666667,3.40066666666667,0.241333333333333,0,3.7,981.7,251,0,1.5,141,357,57.5,-3.91
Wade,2017-11-09 11:00:00,0.170913957,15.2846666666667,97.77,27.2384138604167,25.9586666666667,3.47066666666667,0.352666666666667,0,4.14,981.5,491,0,1.5,252,351,55.5,-3.96
Wade,2017-11-09 11:15:00,0.174521504,15.3333333333333,97.686,27.1707091376947,25.9773333333333,3.54933333333333,0.274666666666667,0,5.23,981.3,629,0,1,341,152,51.8,-3.87
Wade,2017-11-09 11:30:00,0.174521504,15.3746666666667,97.7393333333333,27.1450027364338,25.9713333333333,3.62933333333333,0.268666666666667,0,4.79,981,271,0,1.5,181,110,52.3,-4.15
Wade,2017-11-09 11:45:00,0.167375444,15.4146666666667,97.5073333333333,27.0583246128129,25.9786666666667,3.70933333333333,0.287333333333333,0,4.92,980.9,471,0,2.5,239,112,50.4,-4.52
Wade,2017-11-09 12:00:00,0.160500678,15.4633333333333,97.6086666666667,27.0232038580227,26.006,3.78066666666667,0.272666666666667,0,5,980.8,201,0.5,2.5,123,147,48.9,-4.85
Wade,2017-11-09 12:15:00,0.174521504,15.4873333333333,97.5346666666667,26.9542003192958,25.9926666666667,3.842,0.261333333333333,0,4.82,980.3,491,0.5,2.5,207,131,49.6,-4.83
Wade,2017-11-09 12:30:00,0.160500678,15.516,97.2253333333333,26.8912809568508,25.99,3.902,0.242666666666667,0,5.05,980.1,559,0.5,2,297,139,49.9,-4.53
Wade,2017-11-09 12:45:00,0.181948653,15.5373333333333,97.4486666666667,26.8574729731601,25.9726666666667,3.95333333333333,0.248666666666667,0,5,979.9,471,0,1.5,238,139,48.3,-5.01
Wade,2017-11-09 13:00:00,0.174521504,15.592,97.6026666666667,26.7992022698559,26.022,4.02066666666667,0.258666666666667,0,5.15,979.5,566,0,1.5,287,344,49.3,-4.6
Wade,2017-11-09 13:15:00,0.16390475,15.6433333333333,97.6806666666667,26.7144065810456,26.0473333333333,4.082,0.216666666666667,0,5.15,978.9,489,0,1.5,248,149,50.7,-4.23
Wade,2017-11-09 13:30:00,0.174521504,15.6586666666667,97.6033333333333,26.6914182032859,26.0326666666667,4.13333333333333,0.227333333333333,0,5.54,978.5,449,0,1,227,195,52.7,-3.35
Wade,2017-11-09 13:45:00,0.178199317,15.6946666666667,97.2866666666667,26.617423962439,26.0473333333333,4.192,0.23,0,5.23,978.4,336,0,0.5,169,25,56.1,-2.8
Wade,2017-11-09 14:00:00,0.178199317,15.726,97.4133333333333,26.5431340295353,26.05,4.24333333333333,0.282,0,5,978.1,279,0,0.5,141,73,55.6,-3.14
Wade,2017-11-09 14:15:00,0.189667011,15.756,97.1886666666667,26.5021016468142,26.0673333333333,4.29333333333333,0.316,0,4.87,977.8,266,0,1,134,112,55,-3.4
Wade,2017-11-09 14:30:00,0.181948653,15.7946666666667,97.1586666666667,26.4517660755967,26.096,4.33466666666667,0.372,0,5.51,977.7,286,0,1,146,111,53.5,-3.17
Wade,2017-11-09 14:45:00,0.178199317,15.826,97.2206666666667,26.4464920156691,26.1173333333333,4.366,0.310666666666667,0,5.1,977.4,216,0,0.5,111,220,51.7,-4.01
Wade,2017-11-09 15:00:00,0.181948653,15.8473333333333,97.1433333333333,26.3818256245022,26.1286666666667,4.396,0.256666666666667,0,5.13,977.2,191,0,0.5,98,185,52.6,-3.76
Wade,2017-11-09 15:15:00,0.181948653,15.8586666666667,97.078,26.3726784655112,26.13,4.426,0.241333333333333,0,5.1,977.2,171,0,0,88,115,53.2,-3.63
Wade,2017-11-09 15:30:00,0.181948653,15.8686666666667,96.8966666666667,26.3170553456224,26.13,4.44733333333333,0.248666666666667,0,4.9,976.8,131,0,1,67,79,54.2,-3.58
Wade,2017-11-09 15:45:00,0.181948653,15.9133333333333,96.818,26.2968694935262,26.182,4.46733333333333,0.284666666666667,0,4.82,976.4,156,0.5,2.5,79,97,54.5,-3.58
Wade,2017-11-09 16:00:00,0.193638646,15.92,96.7926666666667,26.2711204184423,26.19,4.47866666666667,0.229333333333333,0,4.82,976.1,186,0.5,1.5,101,46,54.9,-3.48
Wade,2017-11-09 16:15:00,0.181948653,15.92,96.7726666666667,26.2359845159832,26.1813333333333,4.47133333333333,0.211333333333333,0,4.77,975.8,91,1,4.5,46,88,54,-3.75
Wade,2017-11-09 16:30:00,0.193638646,15.9286666666667,96.64,26.1779916852626,26.2146666666667,4.46133333333333,0.262,0,4.77,975.5,74,1,3.5,41,112,53.5,-3.87
Wade,2017-11-09 16:45:00,0.189667011,15.93,96.568,26.1361800269723,26.2373333333333,4.434,0.226666666666667,0,4.32,975.4,44,0,3,22,58,55.2,-3.87
Wade,2017-11-09 17:00:00,0.193638646,15.9473333333333,96.534,26.1131631180984,26.2746666666667,4.41266666666667,0.237333333333333,0,4.27,975.3,21,0.5,3,8,76,55.6,-3.82
Wade,2017-11-09 17:15:00,0.193638646,15.9326666666667,96.5906666666667,26.0960830375681,26.2713333333333,4.39266666666667,0.222666666666667,0,3.93,975.2,14,0,1.5,6,62,57.3,-3.74
Wade,2017-11-09 17:30:00,0.193638646,15.9386666666667,96.6433333333333,26.0838231035844,26.3046666666667,4.37266666666667,0.246,0,3.51,975,4,0,1.5,2,48,60.1,-3.49
Wade,2017-11-09 17:45:00,0.197687027,15.9573333333333,96.5026666666667,26.0365684964408,26.3446666666667,4.344,0.224,0,3.27,975,1,0,2,1,17,62.5,-3.2
Wade,2017-11-09 18:00:00,0.185770786,15.9513333333333,96.506,26.0151298301009,26.3586666666667,4.32266666666667,0.272,0,3.12,974.9,1,0,1.5,1,107,63.5,-3.13
Wade,2017-11-09 18:15:00,0.201813514,15.9413333333333,96.5966666666667,25.9888486205133,26.36,4.294,0.262666666666667,0,2.42,974.5,1,0,0.5,1,24,67.8,-2.91
Wade,2017-11-09 18:30:00,0.197687027,15.966,96.5666666666667,25.9511296248883,26.4206666666667,4.28133333333333,0.294666666666667,0,2.82,974.2,1,0,1,1,24,67.3,-2.63
Wade,2017-11-09 18:45:00,0.193638646,15.944,96.4473333333333,25.9351217983416,26.404,4.26266666666667,0.248,0,3.17,974.1,1,0,0.5,1,22,66.4,-2.48
Wade,2017-11-09 19:00:00,0.197687027,15.9486666666667,96.404,25.9079068759927,26.4173333333333,4.24266666666667,0.248666666666667,0,3.72,973.8,1,0,1,1,72,64.4,-2.37
Wade,2017-11-09 19:15:00,0.197687027,15.9673333333333,96.374,25.8680040978502,26.446,4.24866666666667,0.206666666666667,0,3.8,973.5,1,0,2.5,1,81,63.9,-2.4
Wade,2017-11-09 19:30:00,0.197687027,15.9786666666667,96.5346666666667,25.8442769120798,26.4673333333333,4.25,0.226,0,3.93,973.1,1,0,1,1,10,64.1,-2.23
Wade,2017-11-09 19:45:00,0.189667011,15.9713333333333,96.3346666666667,25.825535594353,26.4613333333333,4.24133333333333,0.308,0,3.88,972.8,1,0,2,1,244,66.1,-1.86
Wade,2017-11-09 20:00:00,0.178199317,15.9786666666667,96.404,25.8163112439646,26.4773333333333,4.24,0.250666666666667,0,4.32,972.2,1,0.5,3,1,35,65.2,-1.63
Wade,2017-11-09 20:15:00,0.178199317,16.006,96.264,25.8103341716399,26.5146666666667,4.24866666666667,0.231333333333333,0,4.66,972,1,1,4,1,73,64.5,-1.45
Wade,2017-11-09 20:30:00,0.170913957,16.01,96.3873333333333,25.7933487913896,26.5113333333333,4.25866666666667,0.247333333333333,0,4.74,972.2,1,0,1.5,1,62,64.2,-1.44
Wade,2017-11-09 20:45:00,0.178199317,16.036,96.2453333333333,25.7876033578687,26.5446666666667,4.26866666666667,0.258666666666667,0,4.58,972,1,0.5,3.5,1,312,65.2,-1.38
Wade,2017-11-09 21:00:00,0.170913957,16.0313333333333,96.3673333333333,25.765514310976,26.5326666666667,4.27,0.251333333333333,0,4.92,971.6,1,1,3,1,44,66.4,-0.81
Wade,2017-11-09 21:15:00,0.178199317,16.0473333333333,96.1993333333333,25.7478021173344,26.5646666666667,4.27866666666667,0.215333333333333,0,5.18,970.9,1,1.5,6.5,1,34,67.3,-0.38
Wade,2017-11-09 21:30:00,0.178199317,16.0673333333333,96.144,25.7215845300697,26.5786666666667,4.28866666666667,0.218666666666667,0,4.87,970.7,1,0.5,2.5,1,138,68.3,-0.47
Wade,2017-11-09 21:45:00,0.16390475,16.0873333333333,96.2353333333333,25.7102410075372,26.6146666666667,4.29866666666667,0.254666666666667,0,4.66,970.4,1,0.5,2.5,1,42,69.2,-0.49
Wade,2017-11-09 22:00:00,0.170913957,16.1073333333333,96.2413333333333,25.6833584316587,26.6286666666667,4.30866666666667,0.251333333333333,0,4.87,970.2,1,1,4,1,67,69.5,-0.23
Wade,2017-11-09 22:15:00,0.170913957,16.1186666666667,96.1446666666667,25.661452994373,26.6386666666667,4.31866666666667,0.25,0,4.74,970.4,1,1,4,1,112,70,-0.26
Wade,2017-11-09 22:30:00,0.170913957,16.1286666666667,96.0606666666667,25.671967464911,26.64,4.32866666666667,0.215333333333333,0,4.53,969.9,1,0.5,3,1,93,71.8,-0.11
Wade,2017-11-09 22:45:00,0.178199317,16.1386666666667,96.05,25.6386580537564,26.6573333333333,4.33866666666667,0.244666666666667,0,4.87,969.7,1,0.5,3.5,1,135,70.8,0.02
Wade,2017-11-09 23:00:00,0.174521504,16.1486666666667,96.1626666666667,25.6163725060919,26.66,4.35733333333333,0.232666666666667,0,4.66,969.6,1,1,3.5,1,125,73.5,0.34
Wade,2017-11-09 23:15:00,0.181948653,16.1673333333333,96.1366666666667,25.6363067581418,26.6773333333333,4.36866666666667,0.290666666666667,0,4.22,969.2,1,0.5,2,1,98,77.9,0.71
Wade,2017-11-09 23:30:00,0.178199317,16.17,96.1126666666667,25.6131907799373,26.6886666666667,4.37866666666667,0.282666666666667,0,4.14,968.9,1,0,1.5,1,46,80.7,1.13
Wade,2017-11-09 23:45:00,0.181948653,16.196,96.0233333333333,25.5642542102077,26.7073333333333,4.38866666666667,0.288666666666667,0.2,4.09,968.6,1,1,4,1,44,82,1.3
Wade,2017-11-10 00:00:00,0.185770786,16.1913333333333,95.9666666666667,25.5229998460551,26.6926666666667,4.39866666666667,0.264,0.2,3.91,968.4,1,0.5,2,1,66,86.3,1.83
Wade,2017-11-10 00:15:00,0.181948653,16.1986666666667,95.9253333333333,25.5534592328518,26.7073333333333,4.40866666666667,0.242666666666667,0,3.88,967.9,1,0.5,2.5,1,357,86.1,1.77
Wade,2017-11-10 00:30:00,0.181948653,16.2086666666667,95.9026666666667,25.5348752089081,26.7186666666667,4.41866666666667,0.248666666666667,0,3.98,967.4,1,0.5,2.5,1,150,84.8,1.66
Wade,2017-11-10 00:45:00,0.174521504,16.2273333333333,95.796,25.5020619773141,26.7286666666667,4.42866666666667,0.206666666666667,0,4.74,967.2,1,0.5,2,1,74,80.2,1.62
Wade,2017-11-10 01:00:00,0.174521504,16.2473333333333,95.7886666666667,25.481252055832,26.756,4.43866666666667,0.217333333333333,0,5.23,966.8,1,1,3,1,84,77.2,1.57
Wade,2017-11-10 01:15:00,0.170913957,16.25,95.6946666666667,25.4823545541359,26.7513333333333,4.44866666666667,0.228666666666667,0,5.26,966.6,1,1,4,1,114,77.1,1.58
Wade,2017-11-10 01:30:00,0.178199317,16.2673333333333,95.5846666666667,25.4978797022966,26.7673333333333,4.45866666666667,0.212666666666667,0,5.49,966.4,1,1,5,1,83,76.2,1.64
Wade,2017-11-10 01:45:00,0.174521504,16.27,95.596,25.4943886861068,26.7526666666667,4.47733333333333,0.236,0.2,5.31,966,1,0.5,4,1,90,78.5,1.88
Wade,2017-11-10 02:00:00,0.189667011,16.218,95.6346666666667,25.3775934528894,26.6893333333333,4.46266666666667,0.318,1,1.21,968.5,1,1,5.5,1,286,89.1,-0.39
Wade,2017-11-10 02:15:00,0.201813514,15.6466666666667,94.5306666666667,25.0278852556944,26.4633333333333,3.61066666666667,0.338666666666667,0,-0.73,969.8,1,1,4.5,1,219,96.1,-1.28
Wade,2017-11-10 02:30:00,0.210306356,15.5166666666667,95.1486666666667,24.9435278234444,26.4126666666667,3.402,0.322666666666667,0,-1.58,970.3,1,0,0,1,241,96.6,-2.06
Wade,2017-11-10 02:45:00,0.214675539,15.432,95.452,24.863217235571,26.358,3.286,0.380666666666667,0,-1.73,970.7,1,0,0,1,265,97,-2.15
Wade,2017-11-10 03:00:00,0.228291596,15.3766666666667,95.74,24.8066180306135,26.3846666666667,3.15733333333333,0.364,0,-2.16,970.7,1,0,0,1,272,96.9,-2.59
Wade,2017-11-10 03:15:00,0.223666675,15.3526666666667,96.014,24.8091373711058,26.39,3.114,0.403333333333333,0,-2.68,971.4,1,0,0,1,254,97,-3.1
Wade,2017-11-10 03:30:00,0.23780774,15.3673333333333,96.1193333333333,24.8416201518073,26.416,3.10133333333333,0.479333333333333,0,-2.83,971.5,1,0,0,1,8,97.1,-3.23
Wade,2017-11-10 03:45:00,0.23780774,15.3873333333333,96.26,24.8764294752326,26.446,3.10866666666667,0.49,0,-2.92,971.6,1,0,0,1,270,97.1,-3.32
Wade,2017-11-10 04:00:00,0.23300477,15.4246666666667,96.2713333333333,24.8847297515988,26.4846666666667,3.136,0.368666666666667,0,-3.01,971.9,1,0,0,1,288,97.2,-3.4
Wade,2017-11-10 04:15:00,0.228291596,15.4386666666667,96.2613333333333,24.9193888547893,26.4986666666667,3.14,0.35,0,-3.24,972.1,1,0,0,1,153,96.9,-3.67
Wade,2017-11-10 04:30:00,0.228291596,15.44,96.3033333333333,24.927052721591,26.5173333333333,3.13133333333333,0.332666666666667,0,-3.75,972.3,1,0,0,1,197,96.3,-4.26
Wade,2017-11-10 04:45:00,0.23300477,15.4486666666667,96.3706666666667,24.9368056082852,26.5546666666667,3.09533333333333,0.33,0,-4.02,972.7,1,0,0,1,213,96.4,-4.51
Wade,2017-11-10 05:00:00,0.23780774,15.4673333333333,96.3713333333333,24.9247685980223,26.612,3.064,0.347333333333333,0,-4.53,973,1,0,0,1,209,96.1,-5.07
Wade,2017-11-10 05:15:00,0.228291596,15.444,96.4306666666667,24.9511564805261,26.6026666666667,3.034,0.306666666666667,0,-4.62,973.5,1,0,0,1,177,96.1,-5.16
Wade,2017-11-10 05:30:00,0.23300477,15.4486666666667,96.492,24.9657996410389,26.6346666666667,3.01266666666667,0.395333333333333,0,-4.68,973.9,1,0,0,1,239,96,-5.23
